,Mean,Var,Std,Skew,Kurt,Median,Q1,Q3,IQR,Max,Min,P2P,Total_energy,RMS,Mean_abs_dev,Mean_abs_diff,Median_abs_diff,Min_abs_diff,Max_abs_diff,Mean_diff,Median_diff,Min_diff,Max_diff,Sum_abs_diff,Distance,Max_peaks,Min_peaks,Entropy,Slope,ACF,AUC,Activity,Mobility,Complexity,ZC
0,0.033596708643945705,0.021782447616020884,0.02069324455417232,0.09462914924096455,0.0892824077611174,0.01079043795603507,0.07684634496386589,0.1419553360614263,0.022444878208391472,0.08182366647968031,0.007687101937174701,0.04242710213562906,0.09290687429465971,0.10509974408461042,0.10628578279038892,0.07288584546651089,0.04199355814788741,0.10423847695502064,0.12627865813633465,0.03829473189159471,0.03666198764279338,0.07084940405947915,0.07447172102111987,0.03515945617181426,0.011619722553333212,0.059031293471093704,0.05849695591511117,0.10716444796128766,0.03836549176017523,0.10525418843126078,0.07007403512964672,0.021782447616020884,0.10192127093626602,0.014778033585402639,0.09685912866713964
